"date","discharge_m3_s"
2023-01-18,119.512885868026
2023-01-19,118.663268195978
2023-01-20,93.1747380345511
2023-01-21,67.1197960917587
2023-01-22,58.6236193712829
2023-01-23,41.3480600396488
2023-01-24,35.9671481166808
2023-01-25,31.4358538657604
2023-01-26,28.6037949589351
2023-01-27,26.0266213537242
2023-01-28,23.7892948173322
2023-01-29,21.9201359388275
2023-01-30,20.1925800056641
2023-01-31,18.5783064287737
2023-02-01,17.5870858113849
2023-02-02,16.6808269612008
2023-02-03,17.6437269895214
2023-02-04,17.4171622769754
2023-02-05,33.7015009912206
2023-02-06,43.047295383744
2023-02-07,29.7366185216652
2023-02-08,25.6867742849051
2023-02-09,23.5344095157179
2023-02-10,21.410365335599
2023-02-11,20.4191447182101
2023-02-12,19.1447182101388
2023-02-13,17.7003681676579
2023-02-14,16.5392240158595
2023-02-15,15.5763239875389
2023-02-16,14.9249504389691
2023-02-17,14.3868592466723
2023-02-18,13.905409232512
2023-02-19,13.3673180402152
2023-02-20,12.9141886151232
2023-02-21,12.5460209572359
2023-02-22,12.4044180118946
2023-02-23,12.4610591900312
2023-02-24,16.256018125177
2023-02-25,17.7003681676579
2023-02-26,20.8722741433022
2023-02-27,40.4984423676012
2023-02-28,80.4304729538374
2023-03-01,87.7938261115831
2023-03-02,53.5259133389974
2023-03-03,60.0396488246955
2023-03-04,64.2877371849334
2023-03-05,69.6686491079014
2023-03-06,69.951854998584
2023-03-07,93.4579439252336
2023-03-08,109.034267912773
2023-03-09,147.833474936279
2023-03-10,257.434154630416
2023-03-11,131.12432738601
2023-03-12,131.973945058057
2023-03-13,153.497592749929
2023-03-14,262.531860662702
2023-03-15,213.820447465307
2023-03-16,141.886151231946
2023-03-17,109.317473803455
2023-03-18,69.951854998584
2023-03-19,63.7213254035684
2023-03-20,56.3579722458227
2023-03-21,53.5259133389974
2023-03-22,50.6938544321722
2023-03-23,42.7640894930615
2023-03-24,37.666383460776
2023-03-25,35.4007363353158
2023-03-26,34.2679127725857
2023-03-27,32.0022656471255
2023-03-28,76.7487963749646
2023-03-29,102.237326536392
2023-03-30,71.6510903426791
2023-03-31,51.8266779949023
2023-04-01,42.7640894930615
2023-04-02,38.5160011328236
2023-04-03,33.7015009912206
2023-04-04,29.1702067403002
2023-04-05,25.9416595865194
2023-04-06,23.6476918719909
2023-04-07,28.3205890682526
2023-04-08,27.1877655055225
2023-04-09,23.3078448031719
2023-04-10,21.297082979326
2023-04-11,19.7111299915038
2023-04-12,18.3517417162277
2023-04-13,17.1339563862928
2023-04-14,16.0011328235627
2023-04-15,15.1798357405834
2023-04-16,14.5567827810818
2023-04-17,14.0753327669216
2023-04-18,14.3302180685358
2023-04-19,13.3956386292835
2023-04-20,12.6309827244407
2023-04-21,12.2911356556216
2023-04-22,11.9796091758709
2023-04-23,11.6397621070518
2023-04-24,11.2715944491645
2023-04-25,11.0167091475503
2023-04-26,10.9600679694138
2023-04-27,10.6202209005947
2023-04-28,10.3653355989805
2023-04-29,10.0821297082979
2023-04-30,9.94052676295667
2023-05-01,9.96884735202492
2023-05-02,10.6202209005947
2023-05-03,10.761823845936
2023-05-04,10.0538091192297
2023-05-05,9.71396205041065
2023-05-06,10.6768620787312
2023-05-07,10.1104502973662
2023-05-08,9.77060322854715
2023-05-09,9.62900028320589
2023-05-10,9.23251203625035
2023-05-11,8.94930614556783
2023-05-12,8.80770320022656
2023-05-13,8.55281789861229
2023-05-14,8.41121495327103
2023-05-15,8.26961200792976
2023-05-16,8.071367884452
2023-05-17,7.92976493911073
2023-05-18,7.67487963749646
2023-05-19,7.5332766921552
2023-05-20,7.19342962333616
2023-05-21,6.71197960917587
2023-05-22,6.37213254035684
2023-05-23,6.23052959501558
2023-05-24,6.08892664967431
2023-05-25,6.08892664967431
2023-05-26,5.9190031152648
2023-05-27,5.66411781365052
2023-05-28,5.57915604644577
2023-05-29,5.57915604644577
2023-05-30,5.52251486830926
2023-05-31,5.40923251203625
2023-06-01,5.29595015576324
2023-06-02,5.18266779949023
2023-06-03,5.01274426508071
2023-06-04,4.92778249787596
2023-06-05,4.87114131973945
2023-06-06,4.75785896346644
2023-06-07,4.75785896346644
2023-06-08,4.67289719626168
2023-06-09,4.55961483998867
2023-06-10,4.67289719626168
2023-06-11,4.70121778532993
2023-06-12,4.58793542905692
2023-06-13,4.58793542905692
2023-06-14,4.61625601812518
2023-06-15,4.47465307278391
2023-06-16,4.38969130557916
2023-06-17,4.3047295383744
2023-06-18,4.3047295383744
2023-06-19,4.33305012744265
2023-06-20,4.3047295383744
2023-06-21,4.24808836023789
2023-06-22,4.24808836023789
2023-06-23,4.24808836023789
2023-06-24,4.16312659303313
2023-06-25,4.27640894930615
2023-06-26,4.27640894930615
2023-06-27,4.19144718210139
2023-06-28,4.04984423676012
2023-06-29,3.93656188048711
2023-06-30,3.96488246955537
2023-07-01,3.79495893514585
2023-07-02,3.90824129141886
2023-07-03,4.04984423676012
2023-07-04,4.07816482582838
2023-07-05,4.04984423676012
2023-07-06,4.04984423676012
2023-07-07,4.07816482582838
2023-07-08,4.07816482582838
2023-07-09,4.10648541489663
2023-07-10,4.07816482582838
2023-07-11,3.93656188048711
2023-07-12,3.7666383460776
2023-07-13,3.8232795242141
2023-07-14,4.02152364769187
2023-07-15,4.02152364769187
2023-07-16,4.02152364769187
2023-07-17,4.02152364769187
2023-07-18,4.04984423676012
2023-07-19,3.96488246955537
2023-07-20,4.07816482582838
2023-07-21,4.27640894930615
2023-07-22,4.27640894930615
2023-07-23,4.27640894930615
2023-07-24,4.3613707165109
2023-07-25,4.21976777116964
2023-07-26,3.96488246955537
2023-07-27,3.93656188048711
2023-07-28,3.93656188048711
2023-07-29,3.93656188048711
2023-07-30,4.27640894930615
2023-07-31,4.3047295383744
2023-08-01,4.13480600396488
2023-08-02,4.02152364769187
2023-08-03,3.99320305862362
2023-08-04,4.13480600396488
2023-08-05,4.07816482582838
2023-08-06,4.13480600396488
2023-08-07,4.04984423676012
2023-08-08,3.87992070235061
2023-08-09,4.02152364769187
2023-08-10,4.16312659303313
2023-08-11,4.3047295383744
2023-08-12,4.33305012744265
2023-08-13,4.41801189464741
2023-08-14,4.41801189464741
2023-08-15,4.3613707165109
2023-08-16,4.38969130557916
2023-08-17,4.41801189464741
2023-08-18,4.27640894930615
2023-08-19,4.38969130557916
2023-08-20,4.61625601812518
2023-08-21,4.64457660719343
2023-08-22,4.3613707165109
2023-08-23,4.33305012744265
2023-08-24,4.33305012744265
2023-08-25,4.3613707165109
2023-08-26,4.33305012744265
2023-08-27,4.38969130557916
2023-08-28,4.33305012744265
2023-08-29,4.24808836023789
2023-08-30,4.3047295383744
2023-08-31,4.33305012744265
2023-09-01,4.44633248371566
2023-09-02,4.38969130557916
2023-09-03,4.44633248371566
2023-09-04,4.19144718210139
2023-09-05,4.04984423676012
2023-09-06,3.96488246955537
2023-09-07,3.90824129141886
2023-09-08,3.8232795242141
2023-09-09,3.96488246955537
2023-09-10,4.07816482582838
2023-09-11,4.19144718210139
2023-09-12,4.16312659303313
2023-09-13,4.16312659303313
2023-09-14,4.13480600396488
2023-09-15,4.10648541489663
2023-09-16,4.13480600396488
2023-09-17,4.21976777116964
2023-09-18,4.33305012744265
2023-09-19,4.3047295383744
2023-09-20,4.38969130557916
2023-09-21,4.3613707165109
2023-09-22,4.38969130557916
2023-09-23,4.44633248371566
2023-09-24,4.50297366185217
2023-09-25,4.50297366185217
2023-09-26,4.44633248371566
2023-09-27,4.3613707165109
2023-09-28,4.24808836023789
2023-09-29,4.24808836023789
2023-09-30,4.27640894930615
